time,heart_rate
2021-08-25 00:00:13,51
2021-08-25 00:00:28,51
2021-08-25 00:00:43,51
2021-08-25 00:00:58,51
2021-08-25 00:01:03,52
2021-08-25 00:01:08,51
2021-08-25 00:01:18,50
2021-08-25 00:01:33,50
2021-08-25 00:01:43,51
2021-08-25 00:01:48,52
2021-08-25 00:02:03,52
2021-08-25 00:02:08,51
2021-08-25 00:02:13,50
2021-08-25 00:02:28,50
2021-08-25 00:02:38,51
2021-08-25 00:02:53,51
2021-08-25 00:03:08,50
2021-08-25 00:03:23,51
2021-08-25 00:03:38,52
2021-08-25 00:03:48,51
2021-08-25 00:03:53,51
2021-08-25 00:04:08,52
2021-08-25 00:04:13,53
2021-08-25 00:04:28,52
2021-08-25 00:04:43,52
2021-08-25 00:04:58,52
2021-08-25 00:05:08,51
2021-08-25 00:05:18,52
2021-08-25 00:05:23,51
2021-08-25 00:05:38,51
2021-08-25 00:05:43,50
2021-08-25 00:05:53,51
2021-08-25 00:06:08,51
2021-08-25 00:06:13,52
2021-08-25 00:06:18,51
2021-08-25 00:06:33,50
2021-08-25 00:06:43,51
2021-08-25 00:06:58,51
2021-08-25 00:07:03,52
2021-08-25 00:07:18,52
2021-08-25 00:07:33,52
2021-08-25 00:07:43,53
2021-08-25 00:07:48,52
2021-08-25 00:08:03,51
2021-08-25 00:08:13,50
2021-08-25 00:08:28,50
2021-08-25 00:08:43,51
2021-08-25 00:08:48,51
2021-08-25 00:09:03,51
2021-08-25 00:09:13,52
2021-08-25 00:09:18,51
2021-08-25 00:09:33,51
2021-08-25 00:09:48,51
2021-08-25 00:09:53,52
2021-08-25 00:10:08,52
2021-08-25 00:10:23,52
2021-08-25 00:10:28,51
2021-08-25 00:10:38,52
2021-08-25 00:10:54,52
2021-08-25 00:11:04,51
2021-08-25 00:11:09,50
2021-08-25 00:11:24,51
2021-08-25 00:11:39,51
2021-08-25 00:11:54,51
2021-08-25 00:12:04,52
2021-08-25 00:12:19,52
2021-08-25 00:12:29,51
2021-08-25 00:12:34,50
2021-08-25 00:12:49,50
2021-08-25 00:13:04,50
2021-08-25 00:13:09,51
2021-08-25 00:13:14,50
2021-08-25 00:13:29,51
2021-08-25 00:13:44,51
2021-08-25 00:13:59,51
2021-08-25 00:14:14,51
2021-08-25 00:14:29,51
2021-08-25 00:14:44,51
2021-08-25 00:14:59,51
2021-08-25 00:15:14,51
2021-08-25 00:15:29,51
2021-08-25 00:15:39,50
2021-08-25 00:15:54,50
2021-08-25 00:15:59,51
2021-08-25 00:16:04,50
2021-08-25 00:16:09,50
2021-08-25 00:16:19,51
2021-08-25 00:16:34,51
2021-08-25 00:16:44,52
2021-08-25 00:16:59,52
2021-08-25 00:17:04,53
2021-08-25 00:17:09,52
2021-08-25 00:17:19,51
2021-08-25 00:17:29,52
2021-08-25 00:17:39,51
2021-08-25 00:17:54,50
2021-08-25 00:18:04,51
2021-08-25 00:18:19,51
2021-08-25 00:18:34,51
2021-08-25 00:18:49,51
2021-08-25 00:19:04,51
2021-08-25 00:19:09,50
2021-08-25 00:19:24,50
2021-08-25 00:19:34,51
2021-08-25 00:19:49,51
2021-08-25 00:20:04,51
2021-08-25 00:20:19,52
2021-08-25 00:20:24,51
2021-08-25 00:20:39,51
2021-08-25 00:20:54,51
2021-08-25 00:20:59,50
2021-08-25 00:21:14,50
2021-08-25 00:21:19,50
2021-08-25 00:21:34,50
2021-08-25 00:21:49,51
2021-08-25 00:21:54,50
2021-08-25 00:22:09,50
2021-08-25 00:22:24,51
2021-08-25 00:22:29,52
2021-08-25 00:22:39,50
2021-08-25 00:22:54,51
2021-08-25 00:22:59,52
2021-08-25 00:23:14,51
2021-08-25 00:23:29,51
2021-08-25 00:23:44,50
2021-08-25 00:23:54,51
2021-08-25 00:24:04,50
2021-08-25 00:24:14,51
2021-08-25 00:24:19,50
2021-08-25 00:24:29,51
2021-08-25 00:24:44,51
2021-08-25 00:24:59,51
2021-08-25 00:25:09,50
2021-08-25 00:25:24,51
2021-08-25 00:25:39,51
2021-08-25 00:25:54,52
2021-08-25 00:26:09,51
2021-08-25 00:26:24,51
2021-08-25 00:26:39,50
2021-08-25 00:26:44,51
2021-08-25 00:26:59,50
2021-08-25 00:27:09,51
2021-08-25 00:27:19,50
2021-08-25 00:27:24,51
2021-08-25 00:27:34,50
2021-08-25 00:27:44,51
2021-08-25 00:28:00,52
2021-08-25 00:28:10,51
2021-08-25 00:28:20,50
2021-08-25 00:28:30,51
2021-08-25 00:28:35,52
2021-08-25 00:28:50,52
2021-08-25 00:28:55,51
2021-08-25 00:29:00,52
2021-08-25 00:29:10,51
2021-08-25 00:29:20,50
2021-08-25 00:29:25,49
2021-08-25 00:29:40,49
2021-08-25 00:29:55,50
2021-08-25 00:30:10,50
2021-08-25 00:30:15,51
2021-08-25 00:30:30,50
2021-08-25 00:30:35,51
2021-08-25 00:30:45,50
2021-08-25 00:31:00,50
2021-08-25 00:31:15,51
2021-08-25 00:31:30,51
2021-08-25 00:31:45,51
2021-08-25 00:32:00,51
2021-08-25 00:32:10,50
2021-08-25 00:32:25,50
2021-08-25 00:32:40,51
2021-08-25 00:32:55,50
2021-08-25 00:33:00,50
2021-08-25 00:33:10,51
2021-08-25 00:33:25,51
2021-08-25 00:33:40,51
2021-08-25 00:33:55,51
2021-08-25 00:34:10,50
2021-08-25 00:34:15,51
2021-08-25 00:34:20,50
2021-08-25 00:34:35,51
2021-08-25 00:34:45,50
2021-08-25 00:35:00,50
2021-08-25 00:35:10,52
2021-08-25 00:35:15,53
2021-08-25 00:35:30,55
2021-08-25 00:35:35,56
2021-08-25 00:35:40,55
2021-08-25 00:35:45,54
2021-08-25 00:35:50,53
2021-08-25 00:35:55,52
2021-08-25 00:36:05,54
2021-08-25 00:36:10,53
2021-08-25 00:36:15,52
2021-08-25 00:36:20,51
2021-08-25 00:36:25,52
2021-08-25 00:36:30,55
2021-08-25 00:36:35,56
2021-08-25 00:36:40,57
2021-08-25 00:36:45,56
2021-08-25 00:36:50,54
2021-08-25 00:36:55,53
2021-08-25 00:37:10,53
2021-08-25 00:37:15,54
2021-08-25 00:37:20,58
2021-08-25 00:37:25,59
2021-08-25 00:37:30,56
2021-08-25 00:37:35,55
2021-08-25 00:37:40,54
2021-08-25 00:37:45,52
2021-08-25 00:37:55,51
2021-08-25 00:38:10,52
2021-08-25 00:38:15,53
2021-08-25 00:38:20,54
2021-08-25 00:38:35,56
2021-08-25 00:38:40,58
2021-08-25 00:38:45,56
2021-08-25 00:38:50,53
2021-08-25 00:38:55,52
2021-08-25 00:39:00,53
2021-08-25 00:39:05,55
2021-08-25 00:39:15,60
2021-08-25 00:39:20,68
2021-08-25 00:39:25,66
2021-08-25 00:39:30,62
2021-08-25 00:39:35,58
2021-08-25 00:39:40,55
2021-08-25 00:39:45,53
2021-08-25 00:39:55,52
2021-08-25 00:40:10,53
2021-08-25 00:40:25,53
2021-08-25 00:40:30,52
2021-08-25 00:40:45,52
2021-08-25 00:40:50,53
2021-08-25 00:40:55,54
2021-08-25 00:41:00,57
2021-08-25 00:41:05,59
2021-08-25 00:41:10,57
2021-08-25 00:41:15,55
2021-08-25 00:41:20,53
2021-08-25 00:41:25,52
2021-08-25 00:41:40,53
2021-08-25 00:41:55,53
2021-08-25 00:42:10,55
2021-08-25 00:42:20,54
2021-08-25 00:42:25,52
2021-08-25 00:42:40,52
2021-08-25 00:42:55,52
2021-08-25 00:43:05,53
2021-08-25 00:43:15,54
2021-08-25 00:43:20,60
2021-08-25 00:43:25,68
2021-08-25 00:43:30,67
2021-08-25 00:43:35,59
2021-08-25 00:43:40,55
2021-08-25 00:43:45,53
2021-08-25 00:43:50,52
2021-08-25 00:44:00,51
2021-08-25 00:44:10,52
2021-08-25 00:44:20,52
2021-08-25 00:44:35,51
2021-08-25 00:44:40,52
2021-08-25 00:44:45,55
2021-08-25 00:44:50,53
2021-08-25 00:45:06,53
2021-08-25 00:45:21,54
2021-08-25 00:45:26,53
2021-08-25 00:45:31,52
2021-08-25 00:45:36,53
2021-08-25 00:45:41,54
2021-08-25 00:45:46,53
2021-08-25 00:46:01,53
2021-08-25 00:46:16,54
2021-08-25 00:46:21,55
2021-08-25 00:46:26,57
2021-08-25 00:46:36,56
2021-08-25 00:46:41,55
2021-08-25 00:46:51,54
2021-08-25 00:47:06,54
2021-08-25 00:47:16,53
2021-08-25 00:47:31,54
2021-08-25 00:47:36,53
2021-08-25 00:47:46,54
2021-08-25 00:47:51,55
2021-08-25 00:47:56,54
2021-08-25 00:48:11,54
2021-08-25 00:48:21,55
2021-08-25 00:48:26,54
2021-08-25 00:48:36,55
2021-08-25 00:48:41,57
2021-08-25 00:48:46,58
2021-08-25 00:48:51,55
2021-08-25 00:48:56,54
2021-08-25 00:49:11,54
2021-08-25 00:49:16,55
2021-08-25 00:49:21,56
2021-08-25 00:49:26,57
2021-08-25 00:49:31,55
2021-08-25 00:49:36,53
2021-08-25 00:49:41,54
2021-08-25 00:49:46,55
2021-08-25 00:49:51,56
2021-08-25 00:49:56,55
2021-08-25 00:50:01,54
2021-08-25 00:50:16,55
2021-08-25 00:50:21,57
2021-08-25 00:50:26,59
2021-08-25 00:50:31,61
2021-08-25 00:50:36,63
2021-08-25 00:50:41,64
2021-08-25 00:50:51,65
2021-08-25 00:50:56,64
2021-08-25 00:51:01,61
2021-08-25 00:51:06,58
2021-08-25 00:51:16,59
2021-08-25 00:51:21,60
2021-08-25 00:51:26,62
2021-08-25 00:51:31,64
2021-08-25 00:51:36,63
2021-08-25 00:51:41,62
2021-08-25 00:51:46,61
2021-08-25 00:51:51,62
2021-08-25 00:51:56,63
2021-08-25 00:52:01,64
2021-08-25 00:52:06,65
2021-08-25 00:52:11,64
2021-08-25 00:52:16,63
2021-08-25 00:52:21,62
2021-08-25 00:52:26,63
2021-08-25 00:52:36,62
2021-08-25 00:52:41,61
2021-08-25 00:52:46,60
2021-08-25 00:52:56,61
2021-08-25 00:53:01,62
2021-08-25 00:53:06,65
2021-08-25 00:53:11,66
2021-08-25 00:53:16,64
2021-08-25 00:53:26,65
2021-08-25 00:53:31,64
2021-08-25 00:53:36,62
2021-08-25 00:53:41,60
2021-08-25 00:53:46,59
2021-08-25 00:53:56,60
2021-08-25 00:54:11,60
2021-08-25 00:54:16,61
2021-08-25 00:54:21,61
2021-08-25 00:54:26,60
2021-08-25 00:54:36,61
2021-08-25 00:54:41,63
2021-08-25 00:54:46,65
2021-08-25 00:54:51,64
2021-08-25 00:55:06,63
2021-08-25 00:55:16,62
2021-08-25 00:55:21,60
2021-08-25 00:55:26,58
2021-08-25 00:55:41,59
2021-08-25 00:55:56,61
2021-08-25 00:56:01,62
2021-08-25 00:56:06,63
2021-08-25 00:56:11,64
2021-08-25 00:56:21,63
2021-08-25 00:56:26,60
2021-08-25 00:56:31,58
2021-08-25 00:56:36,57
2021-08-25 00:56:46,58
2021-08-25 00:56:51,59
2021-08-25 00:56:56,60
2021-08-25 00:57:06,61
2021-08-25 00:57:21,62
2021-08-25 00:57:36,61
2021-08-25 00:57:41,60
2021-08-25 00:57:51,61
2021-08-25 00:57:56,62
2021-08-25 00:58:01,61
2021-08-25 00:58:06,63
2021-08-25 00:58:11,65
2021-08-25 00:58:16,68
2021-08-25 00:58:21,73
2021-08-25 00:58:26,74
2021-08-25 00:58:31,73
2021-08-25 00:58:36,71
2021-08-25 00:58:41,68
2021-08-25 00:58:46,64
2021-08-25 00:58:56,63
2021-08-25 00:59:06,65
2021-08-25 00:59:11,68
2021-08-25 00:59:16,73
2021-08-25 00:59:21,76
2021-08-25 00:59:26,77
2021-08-25 00:59:41,73
2021-08-25 00:59:46,69
2021-08-25 00:59:51,66
2021-08-25 00:59:56,61
